"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","long.t","lat.t","BusStopCode","Description","RoadName","planning_area","combined.f"
103.8397803,1.349680577,0.0476590981087792,0.987250476333633,0.00696404728167579,0.142857142857143,103.8412483,1.347225,"53129","Opp Marymount Stn","Marymount Rd","Bishan",-9.96941784397456
103.8403128,1.353158052,0.357486062485831,0.98707521522969,0.00931553801962349,0,103.8413271,1.355665008,"53131","Blk 319","Marymount Rd","Bishan",-Inf
103.8404367,1.35256346,0.491885927468491,0.988420200254712,0.00740759374899737,0.142857142857143,103.8387178,1.346003496,"53139","Marymount View","Marymount Rd","Bishan",-7.57231558355545
103.8404367,1.35256346,0.491885927468491,0.988420200254712,0.00740759374899737,0.142857142857143,103.8397803,1.349680577,"53139","Marymount View","Marymount Rd","Bishan",-7.57231558355545
103.8413271,1.355665008,0.357569040859446,0.987555421848579,0.00633813704244032,0,103.8413406,1.359506347,"53141","Opp Whitley Sec Sch","Marymount Rd","Bishan",-Inf
103.8416123,1.355481111,0.491802949094876,0.987940140110966,0.0108873823239612,0,103.8404367,1.35256346,"53149","Whitley Sec Sch","Marymount Rd","Bishan",-Inf
103.8413406,1.359506347,0.357652019233061,0.988035904733314,0.00431236296649014,0,103.8421446,1.362211424,"53151","Opp Blk 263A CP","Marymount Rd","Bishan",-Inf
103.8417353,1.359686641,0.491719970721261,0.987460355683823,0.0160018351281949,0,103.8416123,1.355481111,"53159","Blk 260","Marymount Rd","Bishan",-Inf
103.8421446,1.362211424,0.396549913501138,0.988516664122373,0.0275568513901222,0,103.8434104,1.365670448,"53161","Opp Blk 254","Marymount Rd","Bishan",-Inf
103.8424879,1.362134687,0.539194985820797,0.989302317021777,0.0235188514420398,0.142857142857143,103.8417353,1.359686641,"53169","Blk 254","Marymount Rd","Bishan",-6.32429647274071
103.8424879,1.362134687,0.539194985820797,0.989302317021777,0.0235188514420398,0.142857142857143,103.8438602,1.360186702,"53169","Blk 254","Marymount Rd","Bishan",-6.32429647274071
103.8358231,1.353039634,0.0268846226121247,0.98440711414101,0.00633813704244038,0,103.834364,1.353078316,"53179","Sin Ming Plaza","Sin Ming Rd","Bishan",-Inf
103.8389924,1.357548308,0.00214336102561149,0,0.0222858022015439,0,103.8368111,1.354963333,"53199","Blk 22A CP","Sin Ming Rd","Bishan",-Inf
103.8385267,1.360998287,0.00428524029455128,0.000135476161476544,0.0327547726273768,0,103.8389924,1.357548308,"53209","Aft Nea Reg Off","Sin Ming Dr","Bishan",-Inf
103.8471267,1.347071695,0.107331733595459,0.987685250486186,0.0536774483802568,0,103.8476609,1.344313138,"53211","Opp Raffles Instn","Bishan Rd","Bishan",-Inf
103.8465836,1.346061111,0.116855813738053,0.988151319713444,0.0205052415533159,0.142857142857143,103.8492724,1.348223035,"53219","Raffles Instn","Bishan Rd","Bishan",-7.99171878978358
103.8465836,1.346061111,0.116855813738053,0.988151319713444,0.0205052415533159,0.142857142857143,103.8476588,1.351003056,"53219","Raffles Instn","Bishan Rd","Bishan",-7.99171878978358
103.8484544,1.348168406,0.0964835272800074,0.989082466049459,0.0426682836479642,0.285714285714286,103.8471267,1.347071695,"53221","BLK 115","Bishan St 11","Bishan",-6.75642292948517
103.8484544,1.348168406,0.0964835272800074,0.989082466049459,0.0426682836479642,0.285714285714286,103.8476588,1.351003056,"53221","BLK 115","Bishan St 11","Bishan",-6.75642292948517
103.8484544,1.348168406,0.0964835272800074,0.989082466049459,0.0426682836479642,0.285714285714286,103.8459236,1.348611389,"53221","BLK 115","Bishan St 11","Bishan",-6.75642292948517
103.8492724,1.348223035,0.0524793054816947,0.988193497644971,0.0385980833690951,0.142857142857143,103.8498808,1.350455412,"53229","Blk 501","Bishan St 11","Bishan",-8.15967592743647
103.8492724,1.348223035,0.0524793054816947,0.988193497644971,0.0385980833690951,0.142857142857143,103.8519958,1.347115959,"53229","Blk 501","Bishan St 11","Bishan",-8.15967592743647
103.8479799,1.350899978,0.0831411880439345,0.988719934964929,0.0362246635752347,0.142857142857143,103.8471267,1.347071695,"53231","BISHAN STN","Bishan Rd","Bishan",-7.76248445002007
103.8479799,1.350899978,0.0831411880439345,0.988719934964929,0.0362246635752347,0.142857142857143,103.8492724,1.348223035,"53231","BISHAN STN","Bishan Rd","Bishan",-7.76248445002007
103.8476588,1.351003056,0.10041386774173,0.987908918388696,0.0429822152339802,0.142857142857143,103.849119,1.355383052,"53239","OPP BISHAN STN","Bishan Rd","Bishan",-7.40349872680416
103.8476588,1.351003056,0.10041386774173,0.987908918388696,0.0429822152339802,0.142857142857143,103.8469632,1.354442917,"53239","OPP BISHAN STN","Bishan Rd","Bishan",-7.40349872680416
103.8499566,1.356156392,0.0503320404121251,0.988564658642164,0.0457404388534653,0.142857142857143,103.8479799,1.350899978,"53241","OPP BLK 217","Bishan Rd","Bishan",-8.0312972909513
103.8499566,1.356156392,0.0503320404121251,0.988564658642164,0.0457404388534653,0.142857142857143,103.8469632,1.354442917,"53241","OPP BLK 217","Bishan Rd","Bishan",-8.0312972909513
103.849119,1.355383052,0.0841553491093946,0.988324713604034,0.0343480141259851,0,103.8510481,1.358571111,"53249","BLK 210","Bishan Rd","Bishan",-Inf
103.8519982,1.346788295,0.00222300544671527,0.988601542209946,0.0121183660795382,0,103.8484544,1.348168406,"53251","BLK 125","Bishan St 11","Bishan",-Inf
103.8519958,1.347115959,0.00420003928592863,0.987225873243561,0.0262614935877591,0,103.8543208,1.346656389,"53259","Opp Blk 125","Bishan St 11","Bishan",-Inf
103.8517906,1.352859758,0.0097739139659668,0.986606050316716,0.0261780144266318,0,103.8469632,1.354442917,"53261","Opp Bishan Stadium","Bishan St 14","Bishan",-Inf
103.851119,1.353357924,0.0106671662795555,0.988186414179457,0.00510363017663471,0,103.8498808,1.350455412,"53269","Bishan Stadium","Bishan St 14","Bishan",-Inf
103.853915,1.349346111,0.0466471817817319,0.988186736153859,0.0128478604498969,0,103.8498808,1.350455412,"53271","Opp Kuo Chuan Presby Sch","Bishan St 13","Bishan",-Inf
103.853913,1.349702654,0.00642193341514012,0.987643580855637,0.0261780144266318,0,103.8545811,1.347206111,"53279","Kuo Chuan Presby Sch","Bishan St 13","Bishan",-Inf
103.8543208,1.346656389,0.0465642034081168,0.987706166528385,0.0188832667533721,0,103.853915,1.349346111,"53281","Blk 169","Bishan St 13","Bishan",-Inf
103.8545811,1.347206111,0.00650491178875522,0.98812395349228,0.017811085369998,0.142857142857143,103.8519982,1.346788295,"53289","Zion Bible Presby Ch","Bishan St 13","Bishan",-11.0209892487295
103.8545811,1.347206111,0.00650491178875522,0.98812395349228,0.017811085369998,0.142857142857143,103.8504889,1.345416667,"53289","Zion Bible Presby Ch","Bishan St 13","Bishan",-11.0209892487295
103.837114,1.35231395,0.0268016442385096,0.983928875924327,0.00931553801962344,0,103.8358231,1.353039634,"53291","Shunfu Mart","Shunfu Rd","Bishan",-Inf
103.8379455,1.351740117,0.0296669603324754,0.986770927153207,0.00282788187870014,0,103.8397803,1.349680577,"53299","Blk 314","Shunfu Rd","Bishan",-Inf
103.8459236,1.348611389,0.0343626780950178,0.985716663042183,0.029030790122571,0,103.8416239,1.346845,"53301","Raffles Instn","Bishan St 21","Bishan",-Inf
103.8452725,1.348491378,0.039890371358788,0.98626756030057,0.00322380731323553,0,103.8498088,1.346399965,"53309","Opp Raffles Instn","Bishan St 21","Bishan",-Inf
103.8416239,1.346845,0.0344456564686329,0.986196088508007,0.0197520664785626,0,103.8394742,1.350166942,"53311","Opp Bosch","Bishan St 21","Bishan",-Inf
103.8412483,1.347225,0.0398073929851729,0.985788575354956,0.00473822187707413,0,103.8452725,1.348491378,"53319","Bosch","Bishan St 21","Bishan",-Inf
103.8402947,1.36135,0.0290195561466659,0.984388043445522,0.0481416428346846,0.142857142857143,103.8385267,1.360998287,"53321","CityCab","Sin Ming Ave","Bishan",-8.53503830303086
103.8402947,1.36135,0.0290195561466659,0.984388043445522,0.0481416428346846,0.142857142857143,103.8370128,1.362854722,"53321","CityCab","Sin Ming Ave","Bishan",-8.53503830303086
103.8404955,1.361539701,0.0171128289693953,0.987426095911703,0.000296909727878064,0,103.8438602,1.360186702,"53329","Opp CityCab","Sin Ming Ave","Bishan",-Inf
103.8370128,1.362854722,0.0226746740784541,0.984856122673859,0.0327547726273768,0,103.8339417,1.363556389,"53331","Bef Bright Hill Tp","Sin Ming Ave","Bishan",-Inf
103.8367836,1.363129982,0.0170298505957802,0.986946124386741,0.000436385934845447,0,103.8404955,1.361539701,"53339","Opp Bright Hill Tp","Sin Ming Ave","Bishan",-Inf
103.8339417,1.363556389,0.0227576524520692,0.985334572352633,0.022285802201544,0,103.8321175,1.360809722,"53341","Blk 407","Sin Ming Ave","Bishan",-Inf
103.8337932,1.363739827,0.0169468722221651,0.986466428640608,0.00064138243462726,0,103.8367836,1.363129982,"53349","Bishan Pk Sec Sch","Sin Ming Ave","Bishan",-Inf
103.8321175,1.360809722,0.0228406308256843,0.985813296644144,0.0151628889449604,0,103.8303208,1.359298333,"53351","Ai Tong Sch","Sin Ming Ave","Bishan",-Inf
103.8319617,1.361256667,0.01686389384855,0.985987008435689,0.000942678016407819,0,103.8337932,1.363739827,"53359","Opp Ai Tong Sch","Sin Ming Ave","Bishan",-Inf
103.8303208,1.359298333,0.0229236091992994,0.986292295784885,0.0103165773023541,0,103.8289435,1.357771593,"53361","Blk 454","Sin Ming Ave","Bishan",-Inf
103.8301456,1.359473443,0.0167809154749349,0.985507863534643,0.0013855101023074,0,103.8319617,1.361256667,"53369","Opp Blk 454","Sin Ming Ave","Bishan",-Inf
103.8437957,1.359943333,0.0479737464920202,0.988049425329046,0.0361895850202571,0.142857142857143,103.8421446,1.362211424,"53371","Blk 257","Bishan St 22","Bishan",-8.31401797986059
103.8437957,1.359943333,0.0479737464920202,0.988049425329046,0.0361895850202571,0.142857142857143,103.8402947,1.36135,"53371","Blk 257","Bishan St 22","Bishan",-8.31401797986059
103.8438602,1.360186702,0.0647538008161622,0.987906343453381,0.0162038475659694,0,103.8451693,1.358044737,"53379","Blk 245","Bishan St 22","Bishan",-Inf
103.8449621,1.358304328,0.0478907681184051,0.98756780859242,0.0531899914617174,0,103.8437957,1.359943333,"53381","Bishan Nth Shop Mall","Bishan St 22","Bishan",-Inf
103.8451693,1.358044737,0.0648367791897773,0.988387994431275,0.0110248282247986,0,103.8470163,1.354640028,"53389","Opp Bishan Nth Shop Mall","Bishan St 22","Bishan",-Inf
103.8469632,1.354442917,0.04780778974479,0.987086469424619,0.0781765027179484,0,103.8449621,1.358304328,"53391","Opp Blk 203","Bishan St 22","Bishan",-Inf
103.8470163,1.354640028,0.0649197575633924,0.988869923201352,0.00750110965259783,0.285714285714286,103.8479799,1.350899978,"53399","Blk 202","Bishan St 22","Bishan",-8.89126303449964
103.8470163,1.354640028,0.0649197575633924,0.988869923201352,0.00750110965259783,0.285714285714286,103.849119,1.355383052,"53399","Blk 202","Bishan St 22","Bishan",-8.89126303449964
103.8470163,1.354640028,0.0649197575633924,0.988869923201352,0.00750110965259783,0.285714285714286,103.851119,1.353357924,"53399","Blk 202","Bishan St 22","Bishan",-8.89126303449964
103.8504889,1.345416667,0.00222300544671527,0.988601542209946,0.0121183660795382,0,103.8484544,1.348168406,"53401","Guangyang Sec Sch","Bishan St 12","Bishan",-Inf
103.8512681,1.345346097,0.0400563281060182,0.987226355650124,0.00149236976322911,0,103.8543208,1.346656389,"53409","Blk 131","Bishan St 12","Bishan",-Inf
103.8498088,1.346399965,0.0399733497324031,0.986746820319952,0.00219342484638742,0,103.8512681,1.345346097,"53419","Opp Guangyang Pr Sch","Bishan St 12","Bishan",-Inf
103.8485672,1.369687699,0.253898697557457,0.989618010638518,0.0511652449958359,0.428571428571429,103.8471931,1.368738365,"54009","Ang Mo Kio Int","Ang Mo Kio Ave 8","Ang Mo Kio",-5.20124882467649
103.8485672,1.369687699,0.253898697557457,0.989618010638518,0.0511652449958359,0.428571428571429,103.8466101,1.368754906,"54009","Ang Mo Kio Int","Ang Mo Kio Ave 8","Ang Mo Kio",-5.20124882467649
103.8485672,1.369687699,0.253898697557457,0.989618010638518,0.0511652449958359,0.428571428571429,103.8507545,1.369469419,"54009","Ang Mo Kio Int","Ang Mo Kio Ave 8","Ang Mo Kio",-5.20124882467649
103.8485672,1.369687699,0.253898697557457,0.989618010638518,0.0511652449958359,0.428571428571429,103.8505797,1.367844701,"54009","Ang Mo Kio Int","Ang Mo Kio Ave 8","Ang Mo Kio",-5.20124882467649
103.8434104,1.365670448,0.469989240402716,0.98899882825998,0.0340216348350577,0.142857142857143,103.8453411,1.37008641,"54011","Blk 207","Ang Mo Kio Ave 6","Ang Mo Kio",-6.09277639654091
103.8434104,1.365670448,0.469989240402716,0.98899882825998,0.0340216348350577,0.142857142857143,103.8461801,1.369135186,"54011","Blk 207","Ang Mo Kio Ave 6","Ang Mo Kio",-6.09277639654091
103.8441833,1.366186667,0.644123333278561,0.989329077025176,0.0345670586355514,0.285714285714286,103.8424879,1.362134687,"54019","Blk 307A","Ang Mo Kio Ave 6","Ang Mo Kio",-5.06821040695168
103.8441833,1.366186667,0.644123333278561,0.989329077025176,0.0345670586355514,0.285714285714286,103.8402947,1.36135,"54019","Blk 307A","Ang Mo Kio Ave 6","Ang Mo Kio",-5.06821040695168
103.8441833,1.366186667,0.644123333278561,0.989329077025176,0.0345670586355514,0.285714285714286,103.8449067,1.364336649,"54019","Blk 307A","Ang Mo Kio Ave 6","Ang Mo Kio",-5.06821040695168
103.8453411,1.37008641,0.417811449471763,0.986498239119933,0.0606317464265426,0,103.844975,1.373558,"54031","Opp Al-Muttaqin Mque","Ang Mo Kio Ave 6","Ang Mo Kio",-Inf
103.8456365,1.370917861,0.48328677736828,0.989561570445788,0.00539816215054995,0.142857142857143,103.8441833,1.366186667,"54039","Bef Al-Muttaqin Mque","Ang Mo Kio Ave 6","Ang Mo Kio",-7.90524522652859
103.8456365,1.370917861,0.48328677736828,0.989561570445788,0.00539816215054995,0.142857142857143,103.8461801,1.369135186,"54039","Bef Al-Muttaqin Mque","Ang Mo Kio Ave 6","Ang Mo Kio",-7.90524522652859
103.844975,1.373558,0.417894427845378,0.986979078433143,0.0412528312550925,0,103.844638,1.376444,"54041","Opp Courts Ang Mo Kio","Ang Mo Kio Ave 6","Ang Mo Kio",-Inf
103.8453257,1.373504722,0.483203798994665,0.989079242858225,0.00793400086063448,0,103.8456365,1.370917861,"54049","Courts Ang Mo Kio","Ang Mo Kio Ave 6","Ang Mo Kio",-Inf
103.844638,1.376444,0.417977406218993,0.987460194836538,0.0280677398699528,0.142857142857143,103.8434968,1.37720167,"54051","Bef Ang Mo Kio Ave 5","Ang Mo Kio Ave 6","Ang Mo Kio",-6.40399155061305
103.844638,1.376444,0.417977406218993,0.987460194836538,0.0280677398699528,0.142857142857143,103.8443777,1.37859114,"54051","Bef Ang Mo Kio Ave 5","Ang Mo Kio Ave 6","Ang Mo Kio",-6.40399155061305
103.844983,1.376284989,0.48312082062105,0.988597193407695,0.0116610742510086,0,103.8453257,1.373504722,"54059","Bef Ang Mo Kio Lib","Ang Mo Kio Ave 6","Ang Mo Kio",-Inf
103.8340408,1.367288017,0.0272004096548082,0.987566682517206,0.000296909727878052,0,103.8363483,1.368612222,"54061","Blk 244","Ang Mo Kio Ave 1","Ang Mo Kio",-Inf
103.8340556,1.366919972,0.0118814658720122,0.984384357563092,0.00973057599501991,0,103.832334,1.367418354,"54069","Opp Blk 244","Ang Mo Kio Ave 1","Bishan",-Inf
103.8449067,1.364336649,0.0875428964287305,0.986190949199281,0.0235188514420398,0,103.8478669,1.363589722,"54071","Blk 310C","Ang Mo Kio Ave 1","Ang Mo Kio",-Inf
103.8458592,1.363898056,0.0829313895806357,0.988535668334127,0.0224467743872238,0.142857142857143,103.8434104,1.365670448,"54079","OPP BLK 315","Ang Mo Kio Ave 1","Bishan",-8.24379070235141
103.8458592,1.363898056,0.0829313895806357,0.988535668334127,0.0224467743872238,0.142857142857143,103.8405029,1.364671684,"54079","OPP BLK 315","Ang Mo Kio Ave 1","Bishan",-8.24379070235141
103.8478669,1.363589722,0.0876258748023456,0.986670486607116,0.016001835128195,0,103.850928,1.36167975,"54081","TECK GHEE CT","Ang Mo Kio Ave 1","Ang Mo Kio",-Inf
103.8484912,1.362970011,0.0828484112070206,0.988054898013338,0.0329913630490986,0,103.8458592,1.363898056,"54089","OPP ANG MO KIO SWIM CPLX","Ang Mo Kio Ave 1","Bishan",-Inf
103.850928,1.36167975,0.0877088531759607,0.987150299657228,0.0108873823239614,0,103.8546576,1.357320978,"54091","BLK 331","Ang Mo Kio Ave 1","Ang Mo Kio",-Inf
103.8510481,1.361187778,0.0827654328334055,0.987574404206301,0.0484893738878108,0,103.8484912,1.362970011,"54099","OPP BLK 333","Ang Mo Kio Ave 1","Bishan",-Inf
103.8546576,1.357320978,0.278769990183418,0.987630388587346,0.0420461055294176,0,103.8614517,1.354546667,"54101","Aft Ang Mo Kio Ave 10","Ang Mo Kio Ave 1","Ang Mo Kio",-Inf
103.8543389,1.357081692,0.210928316231672,0.988336789727762,0.0712677247233698,0.285714285714286,103.8510481,1.361187778,"54109","Bef Ang Mo Kio Ave 10","Ang Mo Kio Ave 1","Bishan",-5.46204338697634
103.8543389,1.357081692,0.210928316231672,0.988336789727762,0.0712677247233698,0.285714285714286,103.8525751,1.361436108,"54109","Bef Ang Mo Kio Ave 10","Ang Mo Kio Ave 1","Bishan",-5.46204338697634
103.8543389,1.357081692,0.210928316231672,0.988336789727762,0.0712677247233698,0.285714285714286,103.8513269,1.358399743,"54109","Bef Ang Mo Kio Ave 10","Ang Mo Kio Ave 1","Bishan",-5.46204338697634
103.836535,1.370533052,0.0238208790138641,0.98554461230999,0.0192493151106019,0.142857142857143,103.8347669,1.370898333,"54181","BLK 258","Ang Mo Kio Ave 4","Ang Mo Kio",-9.64794364470495
103.836535,1.370533052,0.0238208790138641,0.98554461230999,0.0192493151106019,0.142857142857143,103.837564,1.374471933,"54181","BLK 258","Ang Mo Kio Ave 4","Ang Mo Kio",-9.64794364470495
103.8367907,1.370469663,0.0327110380209093,0.987905699720792,0.00225398492534912,0,103.8395934,1.36995608,"54189","BLK 110","Ang Mo Kio Ave 4","Ang Mo Kio",-Inf
103.837564,1.374471933,0.0217612372402036,0.986021690906198,0.0130969136605001,0,103.8392761,1.376084986,"54191","BLK 170","Ang Mo Kio Ave 4","Ang Mo Kio",-Inf
103.8376728,1.3743,0.0326280596472942,0.987425291708583,0.00331281607310636,0,103.8367907,1.370469663,"54199","BLK 163","Ang Mo Kio Ave 4","Ang Mo Kio",-Inf
103.8392761,1.376084986,0.0218442156138186,0.986501613029762,0.0089109221000867,0.142857142857143,103.8405965,1.377235018,"54201","OPP BLK 155","Ang Mo Kio Ave 4","Ang Mo Kio",-10.5037971439779
103.8392761,1.376084986,0.0218442156138186,0.986501613029762,0.0089109221000867,0.142857142857143,103.8396597,1.37986282,"54201","OPP BLK 155","Ang Mo Kio Ave 4","Ang Mo Kio",-10.5037971439779
103.8395232,1.376381197,0.0325450812736791,0.986945159897658,0.00486904335996482,0,103.8376728,1.3743,"54209","BET BLKS 152/155","Ang Mo Kio Ave 4","Ang Mo Kio",-Inf
103.8363483,1.368612222,0.0392492434708808,0.98804588419949,0.00727194040792761,0.142857142857143,103.836535,1.370533052,"54211","MAYFLOWER SEC SCH","Ang Mo Kio Ave 3","Ang Mo Kio",-10.1194915163072
103.8363483,1.368612222,0.0392492434708808,0.98804588419949,0.00727194040792761,0.142857142857143,103.8395934,1.36995608,"54211","MAYFLOWER SEC SCH","Ang Mo Kio Ave 3","Ang Mo Kio",-10.1194915163072
103.836794,1.368807771,0.0117984874983971,0.983907734036227,0.0143016078742818,0,103.8340556,1.366919972,"54219","OPP MAYFLOWER SEC SCH","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8395934,1.36995608,0.0603653591361478,0.988386384172687,0.00648128106945391,0,103.8419391,1.369660125,"54221","Opp Ang Mo Kio Pr Sch","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8399327,1.369605779,0.0237755090357735,0.986172480069803,0.0210199260449126,0.142857142857143,103.836535,1.370533052,"54229","Ang Mo Kio Pr Sch","Ang Mo Kio Ave 3","Ang Mo Kio",-9.56121785174791
103.8399327,1.369605779,0.0237755090357735,0.986172480069803,0.0210199260449126,0.142857142857143,103.836794,1.368807771,"54229","Ang Mo Kio Pr Sch","Ang Mo Kio Ave 3","Ang Mo Kio",-9.56121785174791
103.8419391,1.369660125,0.0604483375097629,0.98886734530294,0.00440975578031453,0,103.8461801,1.369135186,"54231","Blk 129","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8433202,1.369186094,0.0236925306621585,0.985692747151029,0.0308942389427514,0,103.8399327,1.369605779,"54239","Blk 209","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8461801,1.369135186,0.393510397356373,0.989348583350504,0.0298208983049718,0.285714285714286,103.8485672,1.369687699,"54241","Blk 700B","Ang Mo Kio Ave 3","Ang Mo Kio",-5.70866515210701
103.8461801,1.369135186,0.393510397356373,0.989348583350504,0.0298208983049718,0.285714285714286,103.8507545,1.369469419,"54241","Blk 700B","Ang Mo Kio Ave 3","Ang Mo Kio",-5.70866515210701
103.8461801,1.369135186,0.393510397356373,0.989348583350504,0.0298208983049718,0.285714285714286,103.8505797,1.367844701,"54241","Blk 700B","Ang Mo Kio Ave 3","Ang Mo Kio",-5.70866515210701
103.8471931,1.368738365,0.171926982999939,0.9860176766576,0.055092458983139,0,103.8453411,1.37008641,"54247","Blk 322","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8466101,1.368754906,0.290929601351142,0.989184486473711,0.0454071055156168,0.142857142857143,103.8441833,1.366186667,"54248","Blk 324","Ang Mo Kio Ave 3","Ang Mo Kio",-6.28354521327483
103.8466101,1.368754906,0.290929601351142,0.989184486473711,0.0454071055156168,0.142857142857143,103.8433202,1.369186094,"54248","Blk 324","Ang Mo Kio Ave 3","Ang Mo Kio",-6.28354521327483
103.8507545,1.369469419,0.215406630916248,0.984670141927603,0.055101624157183,0,103.8535666,1.369963268,"54261","Aft Ang Mo Kio Stn Exit A","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8511189,1.369210065,0.314475142312739,0.989368251345899,0.0155722860735322,0.142857142857143,103.8485672,1.369687699,"54269","Opp Ang Mo Kio Stn","Ang Mo Kio Ave 3","Ang Mo Kio",-7.27571154165274
103.8511189,1.369210065,0.314475142312739,0.989368251345899,0.0155722860735322,0.142857142857143,103.8466101,1.368754906,"54269","Opp Ang Mo Kio Stn","Ang Mo Kio Ave 3","Ang Mo Kio",-7.27571154165274
103.8535666,1.369963268,0.215489609289863,0.985148324479133,0.0374902280934912,0,103.8560128,1.369490257,"54271","Blk 586","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8540476,1.36968919,0.314392163939124,0.98888635749063,0.0228875175779703,0,103.8511189,1.369210065,"54279","Blk 427","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8560128,1.369490257,0.215572587663478,0.985626781367401,0.0255077272948001,0.285714285714286,103.8588615,1.369188614,"54281","Blk 570","Ang Mo Kio Ave 3","Ang Mo Kio",-6.47047191641644
103.8560128,1.369490257,0.215572587663478,0.985626781367401,0.0255077272948001,0.285714285714286,103.8566054,1.366389736,"54281","Blk 570","Ang Mo Kio Ave 3","Ang Mo Kio",-6.47047191641644
103.8560128,1.369490257,0.215572587663478,0.985626781367401,0.0255077272948001,0.285714285714286,103.8566583,1.371058333,"54281","Blk 570","Ang Mo Kio Ave 3","Ang Mo Kio",-6.47047191641644
103.8561505,1.369103032,0.314309185565509,0.988404741304551,0.0336391496025917,0,103.8540476,1.36968919,"54289","Blk 452","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8588615,1.369188614,0.195343522101731,0.986055090203303,0.0173550331601969,0,103.8628468,1.370195005,"54291","Blk 564","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8583266,1.368901527,0.0955514752321158,0.987924690040695,0.0281391708308998,0,103.8561505,1.369103032,"54299","Opp Blk 565","Ang Mo Kio Ave 3","Ang Mo Kio",-Inf
103.8628468,1.370195005,0.195426500475346,0.986534067525633,0.0118080757454599,0.142857142857143,103.8634476,1.371676382,"54301","Blk 5022","Ang Mo Kio Ave 3","Serangoon",-8.03101009272085
103.8628468,1.370195005,0.195426500475346,0.986534067525633,0.0118080757454599,0.142857142857143,103.8652534,1.371141961,"54301","Blk 5022","Ang Mo Kio Ave 3","Serangoon",-8.03101009272085
103.863066,1.369888353,0.0954684968585007,0.987444914485793,0.0413578175985597,0,103.8583266,1.368901527,"54309","Opp Blk 5022","Ang Mo Kio Ave 3","Serangoon",-Inf
103.8525751,1.361436108,0.117238488570495,0.988227466916401,0.0643898085999398,0,103.8523779,1.363984674,"54311","Blk 332","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8530548,1.362059691,0.156476357966594,0.988595099548015,0.0275404694116696,0.142857142857143,103.8546576,1.357320978,"54319","Opp Christ The King Ch","Ang Mo Kio Ave 8","Ang Mo Kio",-7.40432967296203
103.8530548,1.362059691,0.156476357966594,0.988595099548015,0.0275404694116696,0.142857142857143,103.8513269,1.358399743,"54319","Opp Christ The King Ch","Ang Mo Kio Ave 8","Ang Mo Kio",-7.40432967296203
103.8523779,1.363984674,0.11732146694411,0.988709303093339,0.0438097542174409,0,103.8505685,1.367194737,"54321","Blk 354","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8524798,1.364497725,0.156393379592979,0.988113168227843,0.0404778704159893,0,103.8530548,1.362059691,"54329","Blk 420","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8505685,1.367194737,0.117404445317725,0.989191417222719,0.029807427702066,0.285714285714286,103.8485672,1.369687699,"54331","Blk 346","Ang Mo Kio Ave 8","Ang Mo Kio",-6.91875856072127
103.8505685,1.367194737,0.117404445317725,0.989191417222719,0.029807427702066,0.285714285714286,103.8471931,1.368738365,"54331","Blk 346","Ang Mo Kio Ave 8","Ang Mo Kio",-6.91875856072127
103.8505685,1.367194737,0.117404445317725,0.989191417222719,0.029807427702066,0.285714285714286,103.8482886,1.371619722,"54331","Blk 346","Ang Mo Kio Ave 8","Ang Mo Kio",-6.91875856072127
103.8505797,1.367844701,0.156310401219364,0.987631514748456,0.0594927402624211,0,103.8524798,1.364497725,"54339","Blk 422","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8478247,1.374621421,0.00900315353723844,0.9828622004575,0.0137984995689943,0,103.8500347,1.376477779,"54341","Opp Blk 504","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8481053,1.374773333,0.0197478156907238,0.986675468173361,0.00948566003019406,0,103.8486611,1.371373023,"54349","Blk 504","Ang Mo Kio Ave 8","Ang Mo Kio",-Inf
103.8500347,1.376477779,0.10851326326802,0.98333870627333,0.0185258370391345,0,103.8532966,1.376134708,"54351","Nanyang Poly","Ang Mo Kio Ave 5","Ang Mo Kio",-Inf
103.8499921,1.376153348,0.0196648373171087,0.986197855152692,0.0139416402739174,0,103.8481053,1.374773333,"54359","Blk 502","Ang Mo Kio Ave 5","Ang Mo Kio",-Inf
103.8556828,1.362383063,0.00860189383054256,0.987442340980545,0.0108183911683421,0,103.8560862,1.365741674,"54371","Blk 409A","Ang Mo Kio Ave 10","Ang Mo Kio",-Inf
103.855948,1.362889989,0.00214336102561149,0,0.0118080757454599,0,103.8552925,1.359357778,"54379","Blk 475","Ang Mo Kio Ave 10","Ang Mo Kio",-Inf
