"from","to","DAY_TYPE","weight","category"
"110","55","WEEKENDS/HOLIDAY",60,1
"12","55","WEEKDAY",40,1
"186","55","WEEKDAY",300,1
"4","55","WEEKENDS/HOLIDAY",180,1
"4","55","WEEKDAY",160,1
"110","55","WEEKDAY",60,1
"188","55","WEEKDAY",40,1
"219","297","WEEKENDS/HOLIDAY",20,1
"285","297","WEEKDAY",40,1
"285","297","WEEKENDS/HOLIDAY",40,1
"220","297","WEEKENDS/HOLIDAY",100,1
"220","297","WEEKDAY",320,1
"249","85","WEEKDAY",342,1
"188","85","WEEKDAY",36,1
"249","85","WEEKENDS/HOLIDAY",54,1
"181","85","WEEKDAY",18,1
"114","166","WEEKDAY",60,1
"124","166","WEEKDAY",40,1
"135","166","WEEKENDS/HOLIDAY",20,1
"152","166","WEEKDAY",11540,1
"152","166","WEEKENDS/HOLIDAY",14080,1
"177","159","WEEKENDS/HOLIDAY",40,1
"260","159","WEEKDAY",80,1
"189","159","WEEKDAY",20,1
"177","159","WEEKDAY",40,1
"199","159","WEEKDAY",340,1
"218","159","WEEKENDS/HOLIDAY",100,1
"231","159","WEEKENDS/HOLIDAY",180,1
"262","159","WEEKDAY",20,1
"260","159","WEEKENDS/HOLIDAY",40,1
"185","159","WEEKDAY",120,1
"185","159","WEEKENDS/HOLIDAY",80,1
"199","159","WEEKENDS/HOLIDAY",40,1
"182","159","WEEKDAY",80,1
"180","159","WEEKDAY",2860,1
"218","159","WEEKDAY",100,1
"231","159","WEEKDAY",380,1
"163","159","WEEKENDS/HOLIDAY",60,1
"137","159","WEEKENDS/HOLIDAY",40,1
"180","159","WEEKENDS/HOLIDAY",520,1
"145","159","WEEKDAY",580,1
"253","159","WEEKDAY",20,1
"163","159","WEEKDAY",40,1
"137","159","WEEKDAY",120,1
"145","159","WEEKENDS/HOLIDAY",20,1
"260","231","WEEKDAY",1840,1
"218","231","WEEKENDS/HOLIDAY",420,1
"190","231","WEEKDAY",220,1
"208","231","WEEKENDS/HOLIDAY",100,1
"218","231","WEEKDAY",880,1
"231","231","WEEKDAY",640,1
"256","231","WEEKENDS/HOLIDAY",340,1
"157","231","WEEKENDS/HOLIDAY",160,1
"132","231","WEEKDAY",40,1
"204","231","WEEKDAY",8440,1
"132","231","WEEKENDS/HOLIDAY",20,1
"157","231","WEEKDAY",380,1
"272","231","WEEKENDS/HOLIDAY",280,1
"246","231","WEEKDAY",40,1
"113","231","WEEKDAY",120,1
"246","231","WEEKENDS/HOLIDAY",80,1
"269","231","WEEKDAY",60,1
"243","231","WEEKENDS/HOLIDAY",320,1
"204","231","WEEKENDS/HOLIDAY",4000,1
"231","231","WEEKENDS/HOLIDAY",180,1
"77","231","WEEKENDS/HOLIDAY",20,1
"181","231","WEEKDAY",620,1
"266","231","WEEKDAY",20,1
"180","231","WEEKDAY",180,1
"272","231","WEEKDAY",320,1
"256","231","WEEKDAY",2640,1
"208","231","WEEKDAY",60,1
"170","231","WEEKDAY",280,1
"170","231","WEEKENDS/HOLIDAY",120,1
"180","231","WEEKENDS/HOLIDAY",100,1
"190","231","WEEKENDS/HOLIDAY",120,1
"211","231","WEEKDAY",80,1
"117","231","WEEKENDS/HOLIDAY",80,1
"202","231","WEEKDAY",480,1
"216","231","WEEKDAY",20,1
"269","231","WEEKENDS/HOLIDAY",60,1
"267","231","WEEKDAY",20,1
"92","231","WEEKDAY",120,1
"181","231","WEEKENDS/HOLIDAY",500,1
"260","231","WEEKENDS/HOLIDAY",780,1
"240","231","WEEKENDS/HOLIDAY",80,1
"254","231","WEEKDAY",60,1
"243","231","WEEKDAY",820,1
"202","231","WEEKENDS/HOLIDAY",240,1
"92","231","WEEKENDS/HOLIDAY",40,1
"189","231","WEEKENDS/HOLIDAY",80,1
"240","231","WEEKDAY",20,1
"186","194","WEEKDAY",80,1
"231","194","WEEKENDS/HOLIDAY",240,1
"70","194","WEEKDAY",20,1
"254","194","WEEKENDS/HOLIDAY",20,1
"83","194","WEEKENDS/HOLIDAY",20,1
"181","194","WEEKDAY",420,1
"137","194","WEEKDAY",20,1
"139","194","WEEKENDS/HOLIDAY",20,1
"231","194","WEEKDAY",20,1
"139","194","WEEKDAY",100,1
"231","203","WEEKENDS/HOLIDAY",40,1
"231","203","WEEKDAY",200,1
"275","276","WEEKDAY",340,1
"305","276","WEEKENDS/HOLIDAY",140,1
"276","276","WEEKDAY",3020,1
"305","276","WEEKDAY",160,1
"225","276","WEEKDAY",15,1
"279","276","WEEKDAY",20,1
"266","276","WEEKENDS/HOLIDAY",15,1
"276","276","WEEKENDS/HOLIDAY",480,1
"317","276","WEEKDAY",620,1
"117","244","WEEKENDS/HOLIDAY",160,1
"199","244","WEEKDAY",220,1
"117","244","WEEKDAY",380,1
"254","244","WEEKENDS/HOLIDAY",280,1
"269","244","WEEKENDS/HOLIDAY",80,1
"229","244","WEEKDAY",160,1
"244","244","WEEKDAY",20,1
"199","244","WEEKENDS/HOLIDAY",180,1
"254","244","WEEKDAY",1300,1
"214","244","WEEKDAY",340,1
"214","244","WEEKENDS/HOLIDAY",40,1
"229","244","WEEKENDS/HOLIDAY",20,1
"232","244","WEEKENDS/HOLIDAY",40,1
"218","229","WEEKENDS/HOLIDAY",20,1
"216","229","WEEKDAY",20,1
"254","229","WEEKENDS/HOLIDAY",40,1
"153","229","WEEKENDS/HOLIDAY",20,1
"199","229","WEEKDAY",120,1
"229","229","WEEKENDS/HOLIDAY",20,1
"189","229","WEEKENDS/HOLIDAY",400,1
"199","229","WEEKENDS/HOLIDAY",60,1
"149","229","WEEKENDS/HOLIDAY",40,1
"246","229","WEEKENDS/HOLIDAY",40,1
"218","229","WEEKDAY",120,1
"243","229","WEEKDAY",40,1
"153","229","WEEKDAY",240,1
"246","229","WEEKDAY",180,1
"189","229","WEEKDAY",120,1
"216","229","WEEKENDS/HOLIDAY",20,1
"99","65","WEEKDAY",140,1
"99","65","WEEKENDS/HOLIDAY",20,1
"133","65","WEEKENDS/HOLIDAY",20,1
"133","65","WEEKDAY",60,1
"243","197","WEEKDAY",240,1
"34","197","WEEKENDS/HOLIDAY",460,1
"167","197","WEEKDAY",480,1
"153","197","WEEKENDS/HOLIDAY",40,1
"163","197","WEEKENDS/HOLIDAY",200,1
"162","197","WEEKDAY",300,1
"118","197","WEEKENDS/HOLIDAY",20,1
"34","197","WEEKDAY",1140,1
"153","197","WEEKDAY",120,1
"82","197","WEEKENDS/HOLIDAY",20,1
"168","197","WEEKDAY",100,1
"118","197","WEEKDAY",40,1
"204","197","WEEKENDS/HOLIDAY",40,1
"22","197","WEEKDAY",120,1
"162","197","WEEKENDS/HOLIDAY",200,1
"170","197","WEEKENDS/HOLIDAY",240,1
"199","197","WEEKENDS/HOLIDAY",40,1
"240","197","WEEKDAY",460,1
"240","197","WEEKENDS/HOLIDAY",120,1
"109","197","WEEKDAY",140,1
"82","197","WEEKDAY",60,1
"197","197","WEEKENDS/HOLIDAY",40,1
"120","197","WEEKDAY",140,1
"243","197","WEEKENDS/HOLIDAY",80,1
"266","197","WEEKDAY",20,1
"195","197","WEEKDAY",40,1
"83","197","WEEKDAY",120,1
"83","197","WEEKENDS/HOLIDAY",120,1
"163","197","WEEKDAY",1200,1
"24","197","WEEKENDS/HOLIDAY",20,1
"189","197","WEEKDAY",340,1
"170","197","WEEKDAY",320,1
"95","197","WEEKDAY",60,1
"190","197","WEEKDAY",140,1
"38","197","WEEKDAY",100,1
"149","197","WEEKDAY",160,1
"167","197","WEEKENDS/HOLIDAY",60,1
"197","197","WEEKDAY",360,1
"180","197","WEEKENDS/HOLIDAY",40,1
"137","197","WEEKENDS/HOLIDAY",300,1
"109","197","WEEKENDS/HOLIDAY",120,1
"204","197","WEEKDAY",200,1
"53","197","WEEKENDS/HOLIDAY",80,1
"149","197","WEEKENDS/HOLIDAY",120,1
"53","197","WEEKDAY",60,1
"180","197","WEEKDAY",100,1
"269","197","WEEKDAY",20,1
"22","197","WEEKENDS/HOLIDAY",20,1
"137","197","WEEKDAY",2540,1
"175","107","WEEKDAY",40,1
"208","107","WEEKDAY",20,1
"7","107","WEEKDAY",100,1
"145","107","WEEKDAY",40,1
"212","107","WEEKDAY",20,1
"165","107","WEEKENDS/HOLIDAY",280,1
"165","107","WEEKDAY",2220,1
"65","107","WEEKDAY",360,1
"87","107","WEEKDAY",360,1
"29","107","WEEKDAY",20,1
"2","107","WEEKDAY",80,1
"52","107","WEEKDAY",180,1
"236","107","WEEKENDS/HOLIDAY",220,1
"236","107","WEEKDAY",680,1
"240","107","WEEKDAY",80,1
"107","107","WEEKENDS/HOLIDAY",140,1
"52","107","WEEKENDS/HOLIDAY",60,1
"272","107","WEEKDAY",40,1
"210","107","WEEKDAY",20,1
"156","107","WEEKDAY",220,1
"181","107","WEEKENDS/HOLIDAY",60,1
"65","107","WEEKENDS/HOLIDAY",300,1
"241","107","WEEKDAY",80,1
"159","107","WEEKDAY",2500,1
"159","107","WEEKENDS/HOLIDAY",20,1
"48","107","WEEKDAY",80,1
"87","107","WEEKENDS/HOLIDAY",20,1
"46","107","WEEKENDS/HOLIDAY",40,1
"107","107","WEEKDAY",300,1
"8","107","WEEKENDS/HOLIDAY",140,1
"48","107","WEEKENDS/HOLIDAY",20,1
"46","107","WEEKDAY",40,1
"241","107","WEEKENDS/HOLIDAY",60,1
"8","107","WEEKDAY",60,1
"2","107","WEEKENDS/HOLIDAY",60,1
"7","107","WEEKENDS/HOLIDAY",20,1
"181","107","WEEKDAY",60,1
"65","303","WEEKDAY",60,1
"107","303","WEEKDAY",80,1
"287","303","WEEKENDS/HOLIDAY",240,1
"279","303","WEEKDAY",280,1
"107","303","WEEKENDS/HOLIDAY",100,1
"230","303","WEEKDAY",40,1
"57","303","WEEKDAY",20,1
"236","303","WEEKDAY",60,1
"57","303","WEEKENDS/HOLIDAY",60,1
"287","303","WEEKDAY",460,1
"279","303","WEEKENDS/HOLIDAY",60,1
"241","278","WEEKDAY",160,1
"313","278","WEEKDAY",180,1
"58","278","WEEKENDS/HOLIDAY",40,1
"236","278","WEEKENDS/HOLIDAY",60,1
"313","278","WEEKENDS/HOLIDAY",20,1
"58","278","WEEKDAY",60,1
"236","278","WEEKDAY",20,1
"241","278","WEEKENDS/HOLIDAY",80,1
"121","318","WEEKDAY",40,1
"255","318","WEEKENDS/HOLIDAY",20,1
"268","101","WEEKDAY",20,1
"119","101","WEEKDAY",320,1
"9","101","WEEKDAY",80,1
"6","101","WEEKENDS/HOLIDAY",20,1
"110","101","WEEKDAY",40,1
"71","101","WEEKENDS/HOLIDAY",120,1
"11","101","WEEKENDS/HOLIDAY",20,1
"206","101","WEEKDAY",40,1
"119","101","WEEKENDS/HOLIDAY",40,1
"110","101","WEEKENDS/HOLIDAY",60,1
"212","101","WEEKENDS/HOLIDAY",160,1
"78","101","WEEKDAY",40,1
"130","101","WEEKENDS/HOLIDAY",20,1
"164","101","WEEKENDS/HOLIDAY",1840,1
"6","101","WEEKDAY",20,1
"101","101","WEEKENDS/HOLIDAY",160,1
"169","101","WEEKENDS/HOLIDAY",20,1
"162","101","WEEKENDS/HOLIDAY",20,1
"42","101","WEEKDAY",120,1
"206","101","WEEKENDS/HOLIDAY",20,1
"205","101","WEEKENDS/HOLIDAY",20,1
"164","101","WEEKDAY",6240,1
"10","101","WEEKDAY",20,1
"70","101","WEEKDAY",3100,1
"212","101","WEEKDAY",80,1
"169","101","WEEKDAY",60,1
"236","101","WEEKDAY",40,1
"211","101","WEEKENDS/HOLIDAY",20,1
"101","101","WEEKDAY",120,1
"78","101","WEEKENDS/HOLIDAY",20,1
"236","101","WEEKENDS/HOLIDAY",20,1
"211","101","WEEKDAY",20,1
"71","101","WEEKDAY",1340,1
"70","101","WEEKENDS/HOLIDAY",760,1
"90","45","WEEKENDS/HOLIDAY",18,1
"45","45","WEEKENDS/HOLIDAY",200,1
"110","45","WEEKDAY",8,1
"126","45","WEEKENDS/HOLIDAY",18,1
"114","45","WEEKENDS/HOLIDAY",2,1
"100","45","WEEKENDS/HOLIDAY",126,1
"58","45","WEEKDAY",70,1
"57","45","WEEKDAY",1458,1
"175","45","WEEKENDS/HOLIDAY",90,1
"182","45","WEEKENDS/HOLIDAY",110,1
"182","45","WEEKDAY",20,1
"125","45","WEEKDAY",10,1
"163","45","WEEKDAY",1178,1
"77","45","WEEKENDS/HOLIDAY",18,1
"107","45","WEEKENDS/HOLIDAY",38,1
"45","45","WEEKDAY",452,1
"135","45","WEEKDAY",6,1
"90","45","WEEKDAY",54,1
"103","45","WEEKDAY",70,1
"114","45","WEEKDAY",18,1
"95","45","WEEKDAY",36,1
"238","45","WEEKENDS/HOLIDAY",2,1
"181","45","WEEKDAY",18,1
"103","45","WEEKENDS/HOLIDAY",28,1
"214","45","WEEKENDS/HOLIDAY",4,1
"245","45","WEEKENDS/HOLIDAY",14,1
"101","45","WEEKDAY",234,1
"101","45","WEEKENDS/HOLIDAY",74,1
"110","45","WEEKENDS/HOLIDAY",4,1
"58","45","WEEKENDS/HOLIDAY",30,1
"249","45","WEEKDAY",4,1
"70","45","WEEKDAY",6,1
"165","45","WEEKDAY",22,1
"195","45","WEEKENDS/HOLIDAY",2,1
"6","45","WEEKENDS/HOLIDAY",2,1
"159","45","WEEKENDS/HOLIDAY",18,1
"239","45","WEEKENDS/HOLIDAY",36,1
"77","45","WEEKDAY",90,1
"238","45","WEEKDAY",20,1
"100","45","WEEKDAY",270,1
"138","45","WEEKENDS/HOLIDAY",14,1
"105","45","WEEKDAY",432,1
"135","45","WEEKENDS/HOLIDAY",10,1
"262","45","WEEKENDS/HOLIDAY",8,1
"313","45","WEEKENDS/HOLIDAY",6,1
"168","45","WEEKDAY",10,1
"163","45","WEEKENDS/HOLIDAY",60,1
"46","45","WEEKDAY",36,1
"46","45","WEEKENDS/HOLIDAY",18,1
"34","45","WEEKENDS/HOLIDAY",14,1
"177","45","WEEKENDS/HOLIDAY",36,1
"168","45","WEEKENDS/HOLIDAY",4,1
"210","45","WEEKDAY",72,1
"156","45","WEEKDAY",2,1
"70","45","WEEKENDS/HOLIDAY",2,1
"175","45","WEEKDAY",72,1
"95","45","WEEKENDS/HOLIDAY",36,1
"83","45","WEEKENDS/HOLIDAY",26,1
"283","45","WEEKDAY",36,1
"57","45","WEEKENDS/HOLIDAY",468,1
"164","45","WEEKDAY",2,1
"153","45","WEEKDAY",18,1
"41","45","WEEKENDS/HOLIDAY",18,1
"164","45","WEEKENDS/HOLIDAY",6,1
"48","45","WEEKENDS/HOLIDAY",4,1
"125","45","WEEKENDS/HOLIDAY",40,1
"31","45","WEEKDAY",360,1
"169","45","WEEKDAY",72,1
"133","45","WEEKENDS/HOLIDAY",14,1
"199","103","WEEKENDS/HOLIDAY",120,1
"77","103","WEEKENDS/HOLIDAY",3500,1
"108","103","WEEKENDS/HOLIDAY",100,1
"199","103","WEEKDAY",60,1
"45","103","WEEKENDS/HOLIDAY",60,1
"92","103","WEEKENDS/HOLIDAY",120,1
"131","103","WEEKDAY",960,1
"131","103","WEEKENDS/HOLIDAY",40,1
"42","103","WEEKDAY",1180,1
"59","103","WEEKDAY",80,1
"283","103","WEEKENDS/HOLIDAY",20,1
"92","103","WEEKDAY",80,1
"103","103","WEEKDAY",260,1
"82","103","WEEKENDS/HOLIDAY",20,1
"42","103","WEEKENDS/HOLIDAY",240,1
"77","103","WEEKDAY",7220,1
"108","103","WEEKDAY",320,1
"59","103","WEEKENDS/HOLIDAY",60,1
"170","103","WEEKENDS/HOLIDAY",140,1
"69","103","WEEKDAY",200,1
"45","103","WEEKDAY",20,1
"103","103","WEEKENDS/HOLIDAY",160,1
"135","103","WEEKDAY",100,1
"170","103","WEEKDAY",540,1
"189","103","WEEKENDS/HOLIDAY",60,1
"35","103","WEEKDAY",60,1
"35","103","WEEKENDS/HOLIDAY",40,1
"288","103","WEEKDAY",3040,1
"288","103","WEEKENDS/HOLIDAY",1660,1
"135","103","WEEKENDS/HOLIDAY",20,1
"167","103","WEEKENDS/HOLIDAY",720,1
"149","103","WEEKDAY",20,1
"167","103","WEEKDAY",1200,1
"163","103","WEEKDAY",1040,1
"163","103","WEEKENDS/HOLIDAY",700,1
"246","103","WEEKENDS/HOLIDAY",100,1
"246","103","WEEKDAY",300,1
"249","103","WEEKDAY",40,1
"82","103","WEEKDAY",20,1
"69","103","WEEKENDS/HOLIDAY",100,1
"46","24","WEEKENDS/HOLIDAY",40,1
"71","24","WEEKENDS/HOLIDAY",140,1
"175","24","WEEKDAY",20,1
"189","24","WEEKENDS/HOLIDAY",40,1
"83","24","WEEKDAY",40,1
"42","24","WEEKENDS/HOLIDAY",40,1
"110","24","WEEKDAY",1040,1
"255","24","WEEKDAY",20,1
"46","24","WEEKDAY",40,1
"36","24","WEEKENDS/HOLIDAY",180,1
"147","24","WEEKENDS/HOLIDAY",60,1
"9","24","WEEKENDS/HOLIDAY",160,1
"24","24","WEEKENDS/HOLIDAY",60,1
"101","24","WEEKENDS/HOLIDAY",460,1
"189","24","WEEKDAY",40,1
"71","24","WEEKDAY",380,1
"130","24","WEEKDAY",980,1
"30","24","WEEKENDS/HOLIDAY",40,1
"237","24","WEEKENDS/HOLIDAY",100,1
"171","24","WEEKDAY",100,1
"39","24","WEEKENDS/HOLIDAY",140,1
"63","24","WEEKDAY",940,1
"135","24","WEEKDAY",280,1
"21","24","WEEKDAY",60,1
"61","24","WEEKENDS/HOLIDAY",20,1
"147","24","WEEKDAY",40,1
"9","24","WEEKDAY",360,1
"120","24","WEEKENDS/HOLIDAY",20,1
"42","24","WEEKDAY",60,1
"105","24","WEEKDAY",40,1
"110","24","WEEKENDS/HOLIDAY",1040,1
"130","24","WEEKENDS/HOLIDAY",140,1
"22","24","WEEKDAY",420,1
"83","24","WEEKENDS/HOLIDAY",40,1
"30","24","WEEKDAY",340,1
"237","24","WEEKDAY",120,1
"36","24","WEEKDAY",160,1
"24","24","WEEKDAY",60,1
"120","24","WEEKDAY",20,1
"63","24","WEEKENDS/HOLIDAY",320,1
"197","24","WEEKDAY",100,1
"171","24","WEEKENDS/HOLIDAY",80,1
"61","24","WEEKDAY",80,1
"197","24","WEEKENDS/HOLIDAY",20,1
"101","24","WEEKDAY",220,1
"135","24","WEEKENDS/HOLIDAY",60,1
"39","24","WEEKDAY",260,1
"20","24","WEEKENDS/HOLIDAY",20,1
"175","24","WEEKENDS/HOLIDAY",20,1
"153","24","WEEKENDS/HOLIDAY",20,1
"249","186","WEEKDAY",900,1
"249","186","WEEKENDS/HOLIDAY",260,1
"130","186","WEEKDAY",20,1
"248","186","WEEKDAY",260,1
"121","186","WEEKENDS/HOLIDAY",20,1
"248","186","WEEKENDS/HOLIDAY",140,1
"109","186","WEEKENDS/HOLIDAY",20,1
"221","186","WEEKDAY",20,1
"240","186","WEEKENDS/HOLIDAY",40,1
"236","186","WEEKENDS/HOLIDAY",160,1
"161","186","WEEKDAY",6540,1
"161","186","WEEKENDS/HOLIDAY",840,1
"236","186","WEEKDAY",860,1
"181","186","WEEKENDS/HOLIDAY",160,1
"145","186","WEEKENDS/HOLIDAY",140,1
"186","186","WEEKENDS/HOLIDAY",380,1
"181","186","WEEKDAY",980,1
"267","186","WEEKDAY",20,1
"155","186","WEEKDAY",60,1
"121","186","WEEKDAY",80,1
"242","186","WEEKDAY",200,1
"196","186","WEEKDAY",60,1
"204","186","WEEKDAY",60,1
"242","186","WEEKENDS/HOLIDAY",20,1
"186","186","WEEKDAY",1100,1
"145","186","WEEKDAY",340,1
"216","266","WEEKENDS/HOLIDAY",20,1
"225","266","WEEKENDS/HOLIDAY",180,1
"316","266","WEEKENDS/HOLIDAY",20,1
"189","266","WEEKENDS/HOLIDAY",100,1
"189","266","WEEKDAY",120,1
"202","266","WEEKDAY",900,1
"213","266","WEEKENDS/HOLIDAY",40,1
"266","266","WEEKENDS/HOLIDAY",500,1
"176","266","WEEKENDS/HOLIDAY",20,1
"263","266","WEEKENDS/HOLIDAY",80,1
"310","266","WEEKDAY",5,1
"242","266","WEEKDAY",60,1
"266","266","WEEKDAY",1240,1
"202","266","WEEKENDS/HOLIDAY",320,1
"225","266","WEEKDAY",340,1
"316","266","WEEKDAY",100,1
"170","266","WEEKDAY",80,1
"260","266","WEEKDAY",12920,1
"218","266","WEEKDAY",220,1
"263","266","WEEKDAY",740,1
"163","266","WEEKENDS/HOLIDAY",100,1
"269","266","WEEKDAY",40,1
"218","266","WEEKENDS/HOLIDAY",80,1
"260","266","WEEKENDS/HOLIDAY",3800,1
"272","266","WEEKDAY",480,1
"201","266","WEEKDAY",620,1
"176","266","WEEKDAY",80,1
"310","266","WEEKENDS/HOLIDAY",5,1
"170","266","WEEKENDS/HOLIDAY",20,1
"269","266","WEEKENDS/HOLIDAY",20,1
"226","266","WEEKDAY",1280,1
"163","266","WEEKDAY",140,1
"231","266","WEEKDAY",40,1
"272","266","WEEKENDS/HOLIDAY",220,1
"226","266","WEEKENDS/HOLIDAY",540,1
"201","266","WEEKENDS/HOLIDAY",260,1
"163","26","WEEKDAY",54,1
"260","26","WEEKDAY",2,1
"95","49","WEEKDAY",360,1
"60","49","WEEKDAY",1120,1
"170","49","WEEKENDS/HOLIDAY",60,1
"206","49","WEEKENDS/HOLIDAY",60,1
"268","49","WEEKDAY",20,1
"206","49","WEEKDAY",140,1
"7","49","WEEKENDS/HOLIDAY",200,1
"156","49","WEEKENDS/HOLIDAY",60,1
"276","49","WEEKDAY",20,1
"5","49","WEEKENDS/HOLIDAY",400,1
"156","49","WEEKDAY",240,1
"6","49","WEEKDAY",40,1
"281","49","WEEKENDS/HOLIDAY",40,1
"170","49","WEEKDAY",40,1
"7","49","WEEKDAY",380,1
"5","49","WEEKDAY",840,1
"52","49","WEEKDAY",20,1
"110","49","WEEKENDS/HOLIDAY",40,1
"6","49","WEEKENDS/HOLIDAY",120,1
"49","49","WEEKDAY",520,1
"236","49","WEEKDAY",20,1
"188","49","WEEKDAY",80,1
"110","49","WEEKDAY",540,1
"49","49","WEEKENDS/HOLIDAY",80,1
"58","49","WEEKENDS/HOLIDAY",60,1
"33","49","WEEKENDS/HOLIDAY",40,1
"60","49","WEEKENDS/HOLIDAY",980,1
"52","49","WEEKENDS/HOLIDAY",40,1
"12","49","WEEKDAY",60,1
"188","49","WEEKENDS/HOLIDAY",100,1
"281","49","WEEKDAY",20,1
"249","306","WEEKDAY",200,1
"287","306","WEEKENDS/HOLIDAY",40,1
"189","306","WEEKDAY",40,1
"306","306","WEEKDAY",500,1
"249","306","WEEKENDS/HOLIDAY",20,1
"307","306","WEEKENDS/HOLIDAY",20,1
"306","306","WEEKENDS/HOLIDAY",180,1
"282","306","WEEKENDS/HOLIDAY",1740,1
"287","306","WEEKDAY",360,1
"299","306","WEEKENDS/HOLIDAY",60,1
"299","306","WEEKDAY",200,1
"282","306","WEEKDAY",3880,1
"288","306","WEEKDAY",140,1
"290","306","WEEKENDS/HOLIDAY",520,1
"307","306","WEEKDAY",60,1
"288","306","WEEKENDS/HOLIDAY",40,1
"290","306","WEEKDAY",2160,1
"170","165","WEEKENDS/HOLIDAY",20,1
"236","165","WEEKDAY",180,1
"200","165","WEEKDAY",20,1
"236","165","WEEKENDS/HOLIDAY",40,1
"170","165","WEEKDAY",60,1
"87","165","WEEKENDS/HOLIDAY",60,1
"186","165","WEEKENDS/HOLIDAY",120,1
"110","165","WEEKENDS/HOLIDAY",80,1
"110","165","WEEKDAY",380,1
"148","165","WEEKDAY",280,1
"195","165","WEEKDAY",160,1
"206","165","WEEKDAY",320,1
"126","165","WEEKDAY",840,1
"206","165","WEEKENDS/HOLIDAY",80,1
"200","165","WEEKENDS/HOLIDAY",40,1
"46","165","WEEKENDS/HOLIDAY",40,1
"186","165","WEEKDAY",300,1
"163","165","WEEKENDS/HOLIDAY",20,1
"223","165","WEEKDAY",60,1
"223","165","WEEKENDS/HOLIDAY",160,1
"163","165","WEEKDAY",480,1
"149","165","WEEKENDS/HOLIDAY",20,1
"126","165","WEEKENDS/HOLIDAY",500,1
"149","165","WEEKDAY",60,1
"195","165","WEEKENDS/HOLIDAY",20,1
"238","155","WEEKDAY",20,1
"110","155","WEEKDAY",200,1
"131","155","WEEKDAY",20,1
"35","155","WEEKDAY",40,1
"136","155","WEEKDAY",60,1
"220","155","WEEKDAY",60,1
"168","155","WEEKENDS/HOLIDAY",20,1
"210","155","WEEKENDS/HOLIDAY",360,1
"210","155","WEEKDAY",1820,1
"136","155","WEEKENDS/HOLIDAY",20,1
"220","155","WEEKENDS/HOLIDAY",20,1
"195","155","WEEKENDS/HOLIDAY",60,1
"49","155","WEEKENDS/HOLIDAY",40,1
"195","155","WEEKDAY",20,1
"72","155","WEEKDAY",20,1
"155","155","WEEKDAY",400,1
"163","69","WEEKDAY",1640,1
"48","69","WEEKDAY",20,1
"46","69","WEEKENDS/HOLIDAY",60,1
"199","69","WEEKENDS/HOLIDAY",20,1
"77","69","WEEKDAY",100,1
"170","69","WEEKDAY",80,1
"46","69","WEEKDAY",100,1
"108","69","WEEKDAY",400,1
"53","69","WEEKDAY",20,1
"108","69","WEEKENDS/HOLIDAY",40,1
"163","69","WEEKENDS/HOLIDAY",900,1
"167","69","WEEKDAY",40,1
"65","90","WEEKDAY",20,1
"107","90","WEEKENDS/HOLIDAY",60,1
"269","90","WEEKENDS/HOLIDAY",36,1
"170","90","WEEKDAY",20,1
"48","90","WEEKDAY",120,1
"116","90","WEEKDAY",4,1
"172","90","WEEKENDS/HOLIDAY",120,1
"231","90","WEEKDAY",80,1
"136","90","WEEKENDS/HOLIDAY",56,1
"59","90","WEEKDAY",40,1
"32","90","WEEKDAY",20,1
"154","90","WEEKENDS/HOLIDAY",18,1
"172","90","WEEKDAY",60,1
"151","90","WEEKDAY",2,1
"35","90","WEEKENDS/HOLIDAY",94,1
"125","90","WEEKENDS/HOLIDAY",20,1
"240","90","WEEKENDS/HOLIDAY",40,1
"240","90","WEEKDAY",60,1
"48","90","WEEKENDS/HOLIDAY",20,1
"107","90","WEEKDAY",1140,1
"77","90","WEEKDAY",80,1
"136","90","WEEKDAY",188,1
"154","90","WEEKDAY",18,1
"35","90","WEEKDAY",184,1
"135","90","WEEKENDS/HOLIDAY",2,1
"170","90","WEEKENDS/HOLIDAY",20,1
"32","90","WEEKENDS/HOLIDAY",20,1
"110","90","WEEKDAY",100,1
"211","90","WEEKDAY",20,1
"135","90","WEEKDAY",2,1
"71","51","WEEKENDS/HOLIDAY",80,1
"219","51","WEEKENDS/HOLIDAY",20,1
"170","51","WEEKDAY",20,1
"28","51","WEEKDAY",820,1
"71","51","WEEKDAY",2000,1
"119","51","WEEKDAY",80,1
"67","51","WEEKDAY",600,1
"219","51","WEEKDAY",40,1
"77","51","WEEKDAY",20,1
"6","51","WEEKENDS/HOLIDAY",140,1
"6","51","WEEKDAY",160,1
"130","51","WEEKDAY",60,1
"30","51","WEEKDAY",40,1
"113","51","WEEKDAY",20,1
"103","51","WEEKDAY",60,1
"51","51","WEEKDAY",320,1
"5","51","WEEKDAY",580,1
"11","51","WEEKDAY",80,1
"24","51","WEEKDAY",120,1
"28","51","WEEKENDS/HOLIDAY",60,1
"51","51","WEEKENDS/HOLIDAY",80,1
"175","51","WEEKDAY",100,1
"130","51","WEEKENDS/HOLIDAY",20,1
"5","51","WEEKENDS/HOLIDAY",420,1
"279","188","WEEKDAY",20,1
"279","188","WEEKENDS/HOLIDAY",100,1
"206","188","WEEKDAY",120,1
"307","188","WEEKDAY",200,1
"268","188","WEEKDAY",140,1
"268","188","WEEKENDS/HOLIDAY",80,1
"220","188","WEEKENDS/HOLIDAY",20,1
"307","188","WEEKENDS/HOLIDAY",20,1
"220","188","WEEKDAY",40,1
"219","188","WEEKDAY",20,1
