Unnamed: 0,BusStopCode,Description,Latitude,Longitude,RoadName,planning_area
45,2089,Pan Pacific Hotel,1.291526944,103.8592061,Raffles Blvd,DOWNTOWN CORE
46,2099,Marina Ctr Ter,1.291472648,103.8614856,Raffles Blvd,DOWNTOWN CORE
47,2101,AFT S'PORE FLYER,1.289384838,103.8618315,Raffles Ave,DOWNTOWN CORE
48,2111,Esplanade Bridge,1.290955923,103.8545342,Esplanade Dr,DOWNTOWN CORE
49,2119,Opp War Memorial Pk,1.291844074,103.8553433,Nicoll Highway,DOWNTOWN CORE
50,2141,Suntec Twr Two,1.295765716,103.8593381,Temasek Blvd,DOWNTOWN CORE
51,2149,Suntec Twr Three,1.295604598,103.8595553,Temasek Blvd,DOWNTOWN CORE
52,2151,Suntec Convention Ctr,1.293177763,103.8578462,Temasek Blvd,DOWNTOWN CORE
53,2159,Opp Suntec Convention Ctr,1.293608112,103.8584067,Temasek Blvd,DOWNTOWN CORE
54,2161,Promenade Stn,1.292685535,103.8609316,Temasek Ave,DOWNTOWN CORE
55,2169,Promenade Stn Exit B,1.293338368,103.8607085,Temasek Ave,DOWNTOWN CORE
56,2171,Opp The Ritz-Carlton,1.2907,103.8609219,Temasek Ave,DOWNTOWN CORE
57,2181,Supreme Ct,1.289474444,103.8509817,Parliament Pl,DOWNTOWN CORE
58,3011,Fullerton Sq,1.285618409,103.8534222,Fullerton Rd,DOWNTOWN CORE
59,3019,OUE Bayfront,1.284245,103.8531081,Collyer Quay,DOWNTOWN CORE
60,3021,Prudential Twr,1.282555246,103.849989,Cecil St,DOWNTOWN CORE
61,3031,Raffles Pl Stn Exit F,1.282074922,103.8508607,Robinson Rd,DOWNTOWN CORE
62,3041,Telok Ayer Stn Exit A,1.281795094,103.8489321,Cross St,OUTRAM
63,3059,One Raffles Quay,1.281111,103.851461,Raffles Quay,DOWNTOWN CORE
64,3071,OPP SO SOFITEL S'PORE,1.279906096,103.8494003,Robinson Rd,DOWNTOWN CORE
65,3111,Aft Capital Twr,1.277825954,103.8481012,Robinson Rd,DOWNTOWN CORE
66,3129,UIC Bldg,1.278070035,103.8495672,Shenton Way,DOWNTOWN CORE
67,3151,Opp GB Bldg,1.278921246,103.8477623,Cecil St,DOWNTOWN CORE
68,3217,Opp AXA Twr,1.275522189,103.8479444,Shenton Way,DOWNTOWN CORE
69,3218,Opp MAS Bldg,1.274078889,103.8468739,Shenton Way,DOWNTOWN CORE
70,3222,Hub Synergy Pt,1.273978369,103.8448956,Anson Rd,DOWNTOWN CORE
71,3223,Tanjong Pagar Stn Exit C,1.275703395,103.8463247,Anson Rd,DOWNTOWN CORE
72,3239,Shenton Way Ter,1.27464227,103.8475672,Shenton Way,DOWNTOWN CORE
73,3241,Mapletree Anson,1.27456,103.84537,Anson Rd,DOWNTOWN CORE
74,3331,Bef Marina Gdns Dr,1.276633072,103.8607681,Marina Blvd,MARINA SOUTH
75,3339,Aft Marina Gdns Dr,1.274985164,103.8595002,Central Blvd,STRAITS VIEW
76,3341,Bef Gdns by the Bay,1.2795978,103.8643377,Marina Gdns Dr,MARINA SOUTH
77,3349,Aft Gdns by the Bay,1.279656006,103.8647781,Marina Gdns Dr,MARINA SOUTH
78,3369,Marina Barrage,1.279607721,103.8698745,Marina Gdns Dr,MARINA SOUTH
79,3371,Gdns by the Bay,1.280664793,103.8662696,Marina Gdns Dr,MARINA SOUTH
80,3381,The Sail,1.281626013,103.8530651,Marina Blvd,DOWNTOWN CORE
81,3391,Marina Bay Financial Ctr,1.280376603,103.8549801,Marina Blvd,DOWNTOWN CORE
82,3411,Opp Marina Sth Pier,1.271592999,103.863009,Marina Coastal Dr,STRAITS VIEW
83,3419,Marina Sth Pier,1.271276985,103.8629769,Marina Coastal Dr,STRAITS VIEW
84,3421,Marina Bay Cruise Ctr,1.266940903,103.8596478,Marina Coastal Dr,invalid
85,3501,Marina Bay Sands Theatre,1.285004677,103.8606111,Bayfront Ave,DOWNTOWN CORE
86,3509,Bayfront Stn Exit B/MBS,1.28315,103.8600439,Bayfront Ave,DOWNTOWN CORE
87,3511,Aft Bayfront Stn Exit E,1.281947795,103.8589706,Bayfront Ave,DOWNTOWN CORE
88,3519,Bayfront Stn Exit A,1.281245,103.858848,Bayfront Ave,DOWNTOWN CORE
89,3529,Downtown Stn,1.279399574,103.8527877,Central Blvd,DOWNTOWN CORE
90,3539,Marina Bay Stn,1.277533055,103.8556161,Central Blvd,DOWNTOWN CORE
91,4019,OPP BENCOOLEN STN EXIT B,1.298072169,103.8497561,Bencoolen St,MUSEUM
92,4029,BEF BENCOOLEN STN EXIT A,1.299481667,103.8509267,Bencoolen St,ROCHOR
93,4111,Capitol Bldg,1.293954442,103.851391,Stamford Rd,DOWNTOWN CORE
94,4121,SMU,1.296185441,103.8495803,Stamford Rd,MUSEUM
95,4142,Armenian Ch,1.293098264,103.8496599,Hill St,DOWNTOWN CORE
96,4143,Stamford Ct,1.294116408,103.8502061,Hill St,MUSEUM
97,4149,Grand Pk City Hall,1.292761324,103.8498374,Hill St,DOWNTOWN CORE
98,4151,Cath Of The Good Shepherd,1.295337778,103.8511397,Victoria St,MUSEUM
99,4159,Aft Chijmes,1.29489485,103.8510814,Victoria St,DOWNTOWN CORE
100,4167,City Hall Stn Exit B,1.292500065,103.8514532,Nth Bridge Rd,DOWNTOWN CORE
101,4168,Aft City Hall Stn Exit B,1.292082215,103.8512599,Nth Bridge Rd,DOWNTOWN CORE
102,4179,AFT BRAS BASAH STN EXIT A,1.296479163,103.8514716,Bras Basah Rd,MUSEUM
103,4211,Clarke Quay,1.290436111,103.8471244,River Valley Rd,SINGAPORE RIVER
104,4219,Opp Clarke Quay,1.290968028,103.8468678,River Valley Rd,MUSEUM
105,4222,Clarke Quay Stn Exit E,1.288989622,103.8470898,Eu Tong Sen St,SINGAPORE RIVER
106,4223,Old Hill St Police Stn,1.290844761,103.848579,Hill St,DOWNTOWN CORE
107,4229,High St Ctr,1.290448308,103.8487512,Hill St,DOWNTOWN CORE
108,4239,Opp Clarke Quay Stn,1.288827179,103.8474938,New Bridge Rd,SINGAPORE RIVER
109,4249,Opp The Treasury,1.290430394,103.8502622,Nth Bridge Rd,DOWNTOWN CORE
110,4251,Opp High St Ctr,1.289738333,103.8488847,Nth Boat Quay,DOWNTOWN CORE
111,4311,Aft River Valley Rd,1.294645753,103.8439214,Clemenceau Ave,MUSEUM
112,4321,Shell HSE,1.292140008,103.8430365,Clemenceau Ave,SINGAPORE RIVER
113,4329,Opp Shell HSE,1.291970571,103.8432838,Clemenceau Ave,SINGAPORE RIVER
114,4331,BEF FORT CANNING STN,1.291839394,103.8450409,River Valley Rd,SINGAPORE RIVER
115,4339,FORT CANNING STN EXIT B,1.292211,103.845005,River Valley Rd,MUSEUM
116,5009,Opp OCBC Ctr,1.285925541,103.8492364,Nth Canal Rd,SINGAPORE RIVER
117,5012,Bef Pearl'S Hill Terr,1.281545833,103.8408772,Eu Tong Sen St,OUTRAM
118,5013,Chinatown Stn Exit C,1.284069799,103.8429987,Eu Tong Sen St,OUTRAM
119,5019,Aft Duxton Plain PkÂ ,1.281183889,103.84105,New Bridge Rd,OUTRAM
120,5022,Aft Chinatown Stn Exit D,1.285710899,103.844372,Eu Tong Sen St,OUTRAM
121,5023,Opp Hong Lim Pk,1.286929284,103.8454038,Eu Tong Sen St,SINGAPORE RIVER
122,5029,Boat Quay,1.287122834,103.8481978,Sth Bridge Rd,SINGAPORE RIVER
123,5039,New Bridge Ctr,1.282938191,103.8425428,New Bridge Rd,OUTRAM
124,5049,Chinatown Pt,1.285311148,103.8445507,New Bridge Rd,OUTRAM
125,5059,Hong Lim Pk,1.286764201,103.8457504,New Bridge Rd,SINGAPORE RIVER
126,5069,Outram Pk Stn Exit H,1.2802763,103.8402979,New Bridge Rd,OUTRAM
127,5129,Hong Lim Pk,1.286011667,103.8463467,Upp Pickering St,OUTRAM
128,5131,Opp Hong Lim Cplx,1.284073056,103.8453381,Upp Cross St,OUTRAM
129,5189,Opp Sri Mariamman Tp,1.282091396,103.8452806,Sth Bridge Rd,OUTRAM
130,5199,Opp Hong Lim Cplx,1.284514558,103.8466605,Sth Bridge Rd,OUTRAM
131,5239,Bef The Pinnacle@Duxton,1.27854113,103.8415105,Neil Rd,OUTRAM
132,5241,Opp Blk 333,1.280719882,103.8422749,Kreta Ayer Rd,OUTRAM
133,5259,Aft Kreta Ayer Rd,1.279794478,103.8426271,Neil Rd,OUTRAM
134,5269,Maxwell Rd FC,1.280977473,103.8446005,Sth Bridge Rd,DOWNTOWN CORE
135,5271,Opp Fairfield Meth Ch,1.279753295,103.8438221,Tg Pagar Rd,OUTRAM
136,5319,OCBC Ctr,1.284437,103.849114,Church St,DOWNTOWN CORE
137,5411,Tg Pagar Plaza,1.275191657,103.8430919,Tg Pagar Rd,OUTRAM
138,5419,The Amara,1.274706695,103.8431868,Tg Pagar Rd,OUTRAM
139,5421,Aft Craig Rd,1.277774706,103.8434635,Tg Pagar Rd,OUTRAM
140,5429,Bef Craig Rd,1.277694131,103.8437065,Tg Pagar Rd,OUTRAM
141,5431,TOWER 15,1.27408,103.8420461,Hoe Chiang Rd,DOWNTOWN CORE
142,5519,Opp Maritime Hse,1.275534722,103.8411269,Cantonment Rd,OUTRAM
143,5521,Maritime Hse,1.276768611,103.8405922,Cantonment Rd,OUTRAM
144,5629,Opp Southpoint,1.273211389,103.84187,Cantonment Rd,DOWNTOWN CORE
145,5631,Blk 16,1.273460559,103.8403472,Cantonment Link,BUKIT MERAH
146,5641,Bef Cantonment Rd,1.272723931,103.8414062,Keppel Rd,BUKIT MERAH
147,5649,Opp Customs Port Br HQ,1.272384212,103.8409391,Keppel Rd,BUKIT MERAH
148,5651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,Tg Pagar Rd,DOWNTOWN CORE
149,6011,Opp Outram Pk Stn,1.28166,103.8380139,Outram Rd,BUKIT MERAH
150,6029,Outram Pk Stn,1.281770412,103.8383828,Outram Rd,BUKIT MERAH
151,6031,Opp Blk 13,1.286070556,103.8387917,Chin Swee Rd,OUTRAM
152,6039,Blk 8,1.287059979,103.8396256,Chin Swee Rd,OUTRAM
153,6049,BEF OUTRAM FLYOVER,1.284748569,103.8351771,Outram Rd,BUKIT MERAH
154,6051,Blk 55,1.28475981,103.8340567,Tiong Bahru Rd,BUKIT MERAH
155,6069,Aft Furama RiverFront,1.286231577,103.8349616,Outram Rd,OUTRAM
156,6071,Blk 2B,1.286858595,103.8336003,Zion Rd,BUKIT MERAH
157,6081,Blk 94,1.288370864,103.8334988,Zion Rd,BUKIT MERAH
158,6129,Grand Copthorne Hotel,1.290781621,103.8344092,Kim Seng Rd,BUKIT MERAH
159,6131,The Boys' Brigade HQ,1.291524722,103.8322275,Zion Rd,BUKIT MERAH
160,6141,Holiday Inn Atrium,1.289633009,103.8338124,Havelock Rd,BUKIT MERAH
161,6149,Opp Holiday Inn Atrium,1.289840457,103.8341153,Havelock Rd,BUKIT MERAH
162,6151,Hotel Miramar,1.288709768,103.8373728,Havelock Rd,SINGAPORE RIVER
163,6159,Opp Hotel Miramar,1.289093854,103.8368794,Havelock Rd,SINGAPORE RIVER
164,6161,Blk 2,1.289017057,103.8399429,Havelock Rd,OUTRAM
165,6169,River Pl Condo,1.289370789,103.8399894,Havelock Rd,SINGAPORE RIVER
166,6171,Opp State Ct,1.286101944,103.8425356,Upp Cross St,OUTRAM
167,6189,Ctrl Sq,1.287791365,103.8432943,Havelock Rd,OUTRAM
168,7011,Peace Ctr,1.300996991,103.8498102,Selegie Rd,ROCHOR
169,7021,Selegie Ctr,1.303245216,103.8499578,Selegie Rd,ROCHOR
170,7031,Tekka Ctr,1.305720833,103.8512058,S'goon Rd,ROCHOR
171,7111,Broadway Hotel,1.308793665,103.8531752,S'goon Rd,ROCHOR
172,7211,Aft Farrer Pk Stn Exit G,1.313137477,103.8563561,S'goon Rd,KALLANG
173,7221,Sri Vadapathira K Tp,1.314966,103.857819,S'goon Rd,KALLANG
174,7231,Bef Tai Hoe Hotel,1.309658889,103.8573711,Kitchener Rd,KALLANG
175,7241,Bef S'Goon Rd,1.315571421,103.8590062,Lavender St,KALLANG
176,7249,Aft Kempas Rd,1.315368056,103.8594669,Lavender St,KALLANG
177,7319,Aft Allenby Rd,1.310388333,103.8587067,Jln Besar,KALLANG
178,7329,Hoa Nam Bldg,1.312844726,103.8598909,Jln Besar,KALLANG
179,7331,Aft King George's Ave,1.308249945,103.8589096,Kitchener Rd,KALLANG
180,7351,ARC 380,1.313518333,103.8605453,Lavender St,KALLANG
181,7359,OPP ARC 380,1.313682531,103.8607145,Lavender St,KALLANG
182,7361,Bef Kallang Bahru,1.311676361,103.8618948,Lavender St,KALLANG
183,7369,Aft Kallang Bahru,1.311408056,103.8623789,Lavender St,KALLANG
184,7371,Aft Kallang Rd,1.3095075,103.8635014,Lavender St,KALLANG
185,7379,Aperia/Bef Kallang RdÂ ,1.310173367,103.8633823,Lavender St,KALLANG
186,7419,Opp Veerasamy Rd,1.306530241,103.856163,Jln Besar,ROCHOR
187,7517,IBIS S'PORE ON BENCOOLEN,1.301452162,103.8524778,Bencoolen St,ROCHOR
188,7518,OPP NAFA CAMPUS 3,1.300958284,103.8521118,Bencoolen St,ROCHOR
189,7529,JLN BESAR STN EXIT A,1.304319063,103.8550156,Jln Besar,ROCHOR
190,7531,Rochor Stn,1.303656444,103.8525732,Rochor Canal Rd,ROCHOR
191,7539,Opp Rochor Stn,1.304613007,103.852001,Sungei Rd,ROCHOR
192,7551,Fu Lu Shou Cplx,1.301719758,103.8546132,Rochor Rd,DOWNTOWN CORE
193,7561,Bef Waterloo St,1.299454465,103.8526798,Middle Rd,ROCHOR
194,7569,Aft Waterloo St,1.299495313,103.853014,Middle Rd,ROCHOR
195,7571,SUNSHINE PLAZA,1.300634446,103.8511401,Middle Rd,ROCHOR
196,7589,Ch of Our Lady of Lourdes,1.303206098,103.8555,Ophir Rd,ROCHOR
197,8011,Opp Haw Par Glass Twr,1.29706985,103.8436103,Clemenceau Ave,MUSEUM
198,8019,Aft Haw Par Glass Twr,1.296246337,103.8440701,Clemenceau Ave,MUSEUM
199,8031,Dhoby Ghaut Stn Exit B,1.298311538,103.845257,Penang Rd,MUSEUM
200,8041,YMCA,1.298110142,103.8478064,Orchard Rd,MUSEUM
201,8057,Dhoby Ghaut Stn,1.299309973,103.8452902,Orchard Rd,MUSEUM
202,8058,Aft Dhoby Ghaut Stn,1.298958343,103.8465412,Orchard Rd,MUSEUM
203,8069,BENCOOLEN STN EXIT B,1.298213823,103.8493613,Bras Basah Rd,MUSEUM
204,8079,Sch of the Arts,1.299214444,103.8491033,Prinsep St,MUSEUM
205,8111,Winsland Hse,1.299869287,103.8409375,Penang Rd,ORCHARD
206,8121,Somerset Stn,1.300275693,103.8387762,Somerset Rd,ORCHARD
207,8137,Orchard Plaza,1.300739684,103.841005,Orchard Rd,ORCHARD
208,8138,Concorde Hotel S'pore,1.300478573,103.841847,Orchard Rd,ORCHARD
209,9011,Opp Ngee Ann City,1.302113351,103.8343167,Orchard Turn,ORCHARD
210,9022,Bef Orchard Stn Exit B,1.302528348,103.8323978,Orchard Blvd,RIVER VALLEY
211,9023,Opp Orchard Stn/ION,1.303237273,103.8325418,Orchard Turn,ORCHARD
212,9037,Opp Mandarin Orchard,1.302340042,103.8370125,Orchard Rd,ORCHARD
213,9038,Opp Somerset Stn,1.301542625,103.8385248,Orchard Rd,ORCHARD
214,9047,Orchard Stn/Tang Plaza,1.304460652,103.8329447,Orchard Rd,ORCHARD
215,9048,Orchard Stn/Lucky Plaza,1.303866844,103.8341307,Orchard Rd,ORCHARD
216,9059,Natl Youth Council,1.300442518,103.836238,Grange Rd,ORCHARD
217,9111,Opp Four Seasons Hotel,1.304537526,103.8291453,Orchard Blvd,RIVER VALLEY
218,9121,Bef Tomlinson Rd,1.303973792,103.8269965,Orchard Blvd,RIVER VALLEY
219,9131,Grange Residences,1.30392,103.8233381,Grange Rd,TANGLIN
220,9139,Aft Cuscaden Rd,1.304199419,103.8235479,Grange Rd,ORCHARD
221,9141,British Council,1.305435,103.8217767,Napier Rd,TANGLIN
222,9149,Opp British Council,1.306089814,103.8212215,Napier Rd,TANGLIN
223,9159,Aft Tomlinson Rd,1.306026376,103.8256804,Tanglin Rd,ORCHARD
224,9169,Delfi Orchard,1.307013533,103.8283551,Orchard Rd,ORCHARD
225,9179,Royal Thai Embassy,1.305879662,103.83049,Orchard Rd,ORCHARD
226,9191,The Regent S'pore,1.304886531,103.8254976,Tomlinson Rd,ORCHARD
227,9212,Royal Plaza On Scotts,1.307022384,103.8326552,Scotts Rd,ORCHARD
228,9213,Thong Teck Bldg,1.307838056,103.8330508,Scotts Rd,ORCHARD
229,9219,Far East Plaza,1.307319997,103.8331609,Scotts Rd,ORCHARD
230,10009,Bt Merah Int,1.282101559,103.8172248,Bt Merah Ctrl,BUKIT MERAH
231,10011,BEF NEIL RD,1.277738059,103.8374971,New Bridge Rd,BUKIT MERAH
232,10017,Aft Hosp Dr,1.278320466,103.8376257,Eu Tong Sen St,BUKIT MERAH
233,10018,Outram Pk Stn Exit F/SGH,1.279008197,103.8386036,Eu Tong Sen St,BUKIT MERAH
234,10021,Blk 3,1.277448379,103.8383889,Neil Rd,BUKIT MERAH
235,10041,BEF KAMPONG BAHRU TER,1.276058348,103.8351907,Kg Bahru Rd,BUKIT MERAH
236,10049,OPP KAMPONG BAHRU TER,1.276233024,103.8348379,Kg Bahru Rd,BUKIT MERAH
237,10051,Blk 149,1.277411635,103.8321441,Jln Bt Merah,BUKIT MERAH
238,10059,Opp Blk 149,1.277396642,103.8327518,Jln Bt Merah,BUKIT MERAH
239,10061,Blk 140,1.278604722,103.8294864,Jln Bt Merah,BUKIT MERAH
240,10069,Opp Blk 140,1.278554722,103.8300825,Jln Bt Merah,BUKIT MERAH
241,10071,Blk 111,1.280453094,103.8263892,Jln Bt Merah,BUKIT MERAH
242,10079,Blk 201,1.280395014,103.8270891,Jln Bt Merah,BUKIT MERAH
243,10081,Opp Blk 120,1.282278354,103.8224174,Jln Bt Merah,BUKIT MERAH
244,10089,Blk 119,1.282923322,103.8216566,Jln Bt Merah,BUKIT MERAH
245,10091,Bt Merah Town Ctr,1.283941086,103.8178396,Jln Bt Merah,BUKIT MERAH
246,10099,Opp Bt Merah Town Ctr,1.284209239,103.8176572,Jln Bt Merah,BUKIT MERAH
247,10101,OPP BT MERAH SEC SCH,1.285061952,103.8137833,Jln Bt Merah,BUKIT MERAH
248,10109,BT MERAH SEC SCH,1.285353157,103.8137053,Jln Bt Merah,BUKIT MERAH
249,10111,Opp Blk 28,1.285928351,103.8093541,Jln Bt Merah,BUKIT MERAH
250,10119,Opp Pacific Tech Ctr,1.28598009,103.8112252,Jln Bt Merah,BUKIT MERAH
251,10121,Blk 126 CP,1.282599246,103.8289054,Kim Tian Rd,BUKIT MERAH
252,10129,Blk 121,1.28232,103.8285719,Kim Tian Rd,BUKIT MERAH
253,10131,Opp Blk 2,1.286191414,103.8068655,Jln Bt Merah,BUKIT MERAH
254,10139,Blk 1,1.286351354,103.8081,Jln Bt Merah,BUKIT MERAH
255,10141,Blk 18,1.285838471,103.8323818,Tiong Bahru Rd,BUKIT MERAH
256,10149,Blk 1,1.286067975,103.8328338,Tiong Bahru Rd,BUKIT MERAH
257,10151,Ctrl Green Condo,1.285720484,103.8285292,Tiong Bahru Rd,BUKIT MERAH
258,10161,Opp Tiong Bahru Stn,1.285931354,103.8266897,Tiong Bahru Rd,BUKIT MERAH
259,10169,Tiong Bahru Stn,1.285999614,103.8274812,Tiong Bahru Rd,BUKIT MERAH
260,10171,Opp Tiong Bahru Pk,1.28736808,103.82346,Tiong Bahru Rd,BUKIT MERAH
261,10179,Tiong Bahru Pk,1.287223333,103.8239583,Tiong Bahru Rd,BUKIT MERAH
262,10181,BEF AR-RABITAH MQUE,1.288503994,103.8210974,Tiong Bahru Rd,BUKIT MERAH
263,10189,Blk 104A CP,1.288588052,103.8218319,Tiong Bahru Rd,BUKIT MERAH
264,10191,Blk 78,1.28860026,103.8190312,Tiong Bahru Rd,BUKIT MERAH
265,10199,Delta Swim Cplx,1.288757233,103.8193662,Tiong Bahru Rd,BUKIT MERAH
266,10201,Opp Redhill Stn,1.289281445,103.8166285,Tiong Bahru Rd,BUKIT MERAH
267,10209,Redhill Stn,1.289546317,103.8167289,Tiong Bahru Rd,BUKIT MERAH
268,10211,Porsche Ctr S'pore,1.290755,103.8114417,Leng Kee Rd,BUKIT MERAH
269,10219,Opp Motor Image,1.290895267,103.8119142,Leng Kee Rd,BUKIT MERAH
270,10221,Ganges Ctr,1.290329066,103.8311179,Ganges Ave,BUKIT MERAH
271,10229,Opp Harvest Mansions,1.290521378,103.8317819,Ganges Ave,BUKIT MERAH
272,10231,Blk 51 CP,1.290418509,103.827881,Ganges Ave,BUKIT MERAH
273,10239,Blk 79,1.290606888,103.828653,Ganges Ave,BUKIT MERAH
274,10241,Gan Eng Seng Sec Sch,1.290616667,103.8236233,Alexandra Rd,BUKIT MERAH
275,10249,Opp Gan Eng Seng Sec Sch,1.290881389,103.8240778,Alexandra Rd,BUKIT MERAH
276,10261,Delta Sports Hall,1.290903358,103.8204723,Alexandra Rd,BUKIT MERAH
277,10269,Opp Delta Sports Hall,1.291253319,103.8205758,Alexandra Rd,BUKIT MERAH
278,10271,Opp Tanglin View,1.29116,103.8175767,Alexandra Rd,BUKIT MERAH
279,10279,Tanglin View,1.291513732,103.8175766,Alexandra Rd,BUKIT MERAH
280,10281,SIS Bldg,1.291538333,103.8144517,Alexandra Rd,BUKIT MERAH
281,10289,Opp SIS Bldg,1.291869975,103.8144064,Alexandra Rd,QUEENSTOWN
282,10291,Bef Dawson Rd,1.292158553,103.8106587,Alexandra Rd,BUKIT MERAH
283,10299,Aft Dawson Rd,1.292334985,103.8114649,Alexandra Rd,QUEENSTOWN
284,10321,Aft Margaret Dr,1.294283329,103.8158784,Tanglin Rd,QUEENSTOWN
285,10329,Crescent Girls' Sch,1.293646713,103.8159746,Tanglin Rd,BUKIT MERAH
286,10331,Bef Bt Merah Ctrl,1.281363066,103.8183442,Henderson Rd,BUKIT MERAH
287,10339,Aft Bt Merah Ctrl,1.281158351,103.8185725,Henderson Rd,BUKIT MERAH
288,10341,Opp Blk 116,1.284846396,103.820593,Henderson Rd,BUKIT MERAH
289,10349,Blk 116,1.284983341,103.8210415,Henderson Rd,BUKIT MERAH
290,10351,Bef Tiong Bahru Rd,1.286755018,103.8220499,Henderson Rd,BUKIT MERAH
291,10359,Aft Tiong Bahru Rd,1.287238333,103.822593,Henderson Rd,BUKIT MERAH
292,10361,Cendex Ctr,1.280380921,103.8235303,Lower Delta Rd,BUKIT MERAH
293,10369,Opp Cendex Ctr,1.280374712,103.8238734,Lower Delta Rd,BUKIT MERAH
294,10371,Blk 129,1.283650723,103.8245027,Lower Delta Rd,BUKIT MERAH
295,10379,Blk 25B,1.283736034,103.8248952,Lower Delta Rd,BUKIT MERAH
296,10381,Opp Blk 48,1.289069722,103.8255941,Lower Delta Rd,BUKIT MERAH
297,10389,Blk 48,1.28875833,103.8257346,Lower Delta Rd,BUKIT MERAH
298,10391,Opp Melati Blk 2,1.276271053,103.8312564,Kg Bahru Rd,BUKIT MERAH
299,10399,Melati Blk 2,1.275881663,103.8301945,Kg Bahru Rd,BUKIT MERAH
300,10401,Shriro Hse,1.288167299,103.8116785,Hoy Fatt Rd,BUKIT MERAH
301,10409,Blk 50,1.287882218,103.8109932,Hoy Fatt Rd,BUKIT MERAH
302,10411,Opp Blk 53,1.289129795,103.8128084,Hoy Fatt Rd,BUKIT MERAH
